ダウンロードした時刻：2024/11/27 12:10:13

,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形,山形
2021/1/26,5.6,-4.5,0.0,0,0,1,26,0,3.7,0,0.9,曇時々晴,曇一時晴後みぞれ時々雨
2021/1/27,7.2,-0.7,4.0,0,0,1,25,0,3.0,0,1.9,雨時々曇一時晴、みぞれを伴う,晴後時々曇
2021/1/28,2.0,-2.3,0.0,0,0,1,22,0,0.0,0,1.1,曇,曇後晴時々雪一時みぞれ
2021/1/29,2.9,-3.4,11.5,0,23,0,43,0,0.4,0,2.6,雪時々曇、みぞれを伴う,大雪
2021/1/30,-1.8,-4.5,12.5,0,15,0,54,0,0.1,0,1.7,雪,雪
2021/1/31,1.9,-5.1,1.0,0,1,0,53,0,6.0,0,1.9,雪後曇時々晴,晴
2021/2/1,2.6,-8.4,0.0,0,0,1,41,0,6.9,0,1.0,晴後時々曇,みぞれ時々曇一時雪後雨
2021/2/2,6.8,-2.3,0.0,0,1,0,38,0,0.2,0,2.7,雨後雪時々みぞれ一時曇,曇時々晴後雪
2021/2/3,-1.0,-4.1,1.5,0,5,0,36,0,1.1,0,1.5,雪後曇,雪
2021/2/4,2.1,-4.1,11.5,0,21,0,53,0,0.2,0,2.0,雪時々曇、みぞれを伴う,雪
2021/2/5,5.3,-4.1,2.5,0,3,0,56,0,6.0,0,2.5,晴時々雪後曇、みぞれを伴う,曇一時晴後時々雨、みぞれを伴う
2021/2/6,9.5,2.7,0.0,0,0,1,45,0,1.6,0,3.1,雨時々曇一時晴、みぞれを伴う,晴後一時雪時々みぞれ一時雨
2021/2/7,7.9,-1.3,6.0,0,2,0,37,0,0.0,0,2.1,雨後みぞれ一時雪,雪時々曇
2021/2/8,-0.8,-5.1,5.0,0,10,0,45,0,0.6,0,1.7,雪時々曇,雪時々曇
2021/2/9,-1.5,-5.2,9.5,0,15,0,57,0,0.2,0,1.4,雪,雪後時々晴
2021/2/10,5.8,-4.1,2.0,0,1,0,57,0,2.8,0,2.2,曇一時雪後みぞれ時々雨,みぞれ一時雨
2021/2/11,5.0,-2.2,0.0,0,0,1,38,0,2.3,0,1.8,みぞれ後曇一時雪,晴
2021/2/12,5.7,-4.4,0,1,0,1,36,0,8.7,0,1.0,晴後一時曇,晴一時曇
2021/2/13,6.8,-4.6,0,1,0,1,35,0,9.7,0,0.9,晴時々曇,晴
2021/2/14,8.9,-2.5,0,1,0,1,34,0,8.5,0,1.0,晴時々曇,曇
2021/2/15,8.4,1.7,19.5,0,0,1,31,0,0.0,0,1.7,雨時々曇、みぞれを伴う,雨後雪時々みぞれ
2021/2/16,7.8,-0.4,5.0,0,6,0,33,0,0.0,0,5.0,雪時々曇,雪時々曇
2021/2/17,0.7,-2.8,3.0,0,8,0,38,0,0.0,0,2.3,雪後時々曇,雪
2021/2/18,0.6,-4.0,4.5,0,6,0,44,0,1.4,0,1.8,雪時々曇,晴後雪時々曇
2021/2/19,5.1,-4.0,0.0,0,0,1,40,0,1.7,0,3.5,雪一時晴後曇時々みぞれ,晴後曇一時雪、みぞれを伴う
2021/2/20,10.8,2.6,3.5,0,0,1,32,0,0.3,0,3.9,雨時々曇、雷を伴う,雨後曇時々晴
2021/2/21,7.3,0.7,1.5,0,1,0,22,0,0.8,0,1.3,みぞれ時々雨一時晴後曇,晴一時雨
2021/2/22,15.5,3.1,1.0,0,0,1,20,0,1.3,0,2.9,曇時々晴,雨時々曇一時晴、雷を伴う
2021/2/23,10.8,-3.3,0.5,0,2,0,12,0,4.7,0,2.9,雪時々みぞれ一時曇,雪時々晴
2021/2/24,1.1,-3.8,0.5,0,2,0,14,0,3.3,0,1.9,雪時々曇,雪一時曇後晴
2021/2/25,4.4,-5.0,0.0,0,0,1,12,0,8.1,0,1.5,曇時々晴,曇時々晴
2021/2/26,5.8,-1.6,0.0,0,0,1,10,0,3.9,0,2.0,曇時々晴,雪時々曇一時晴
2021/2/27,2.3,-4.1,0.0,0,2,0,10,0,7.3,0,1.9,晴時々雪後曇,晴
2021/2/28,7.5,-6.4,0,1,0,1,9,0,10.5,0,1.1,晴,晴
2021/3/1,12.5,-4.3,0,1,0,1,3,0,8.4,0,1.2,晴時々曇,曇
2021/3/2,13.5,0.8,1.5,0,0,1,0,1,0.0,0,2.2,雨時々曇,雪時々みぞれ一時曇後晴
2021/3/3,5.1,-2.7,0.0,0,0,1,0,1,7.0,0,2.4,晴時々曇一時雪,晴
2021/3/4,10.9,-4.7,0,1,0,1,0,1,10.1,0,1.0,晴,曇後時々晴
2021/3/5,12.5,0.8,0.0,0,0,1,0,1,5.3,0,1.1,晴後曇一時雨,雨後曇一時晴
2021/3/6,9.4,-1.1,0.0,0,0,1,0,1,1.6,0,2.0,雨時々晴後曇,晴後時々曇
2021/3/7,5.9,-3.6,0,1,0,1,0,1,10.3,0,1.4,晴,晴
2021/3/8,7.5,-4.3,0,1,0,1,0,1,10.1,0,1.3,晴一時曇,晴
2021/3/9,11.2,-3.1,0,1,0,1,0,1,9.9,0,1.2,晴,曇後晴一時雨
2021/3/10,9.4,0.3,0.0,0,0,1,0,1,8.1,0,3.3,晴一時雨,晴
2021/3/11,11.4,-1.7,0,1,0,1,0,1,10.7,0,1.6,晴,晴後一時曇
2021/3/12,9.0,-1.3,0,1,0,1,0,1,0.1,0,0.8,曇,曇、みぞれを伴う
2021/3/13,6.1,2.6,19.5,0,0,1,0,1,0.0,0,1.6,雨一時みぞれ,雨後一時曇
2021/3/14,10.2,4.4,12.5,0,0,1,0,1,0.1,0,3.6,曇時々雨,曇一時晴後雨
2021/3/15,14.0,3.0,0.0,0,0,1,0,1,9.0,0,2.6,曇一時雨後晴,晴後一時曇
2021/3/16,10.3,0.4,3.5,0,0,1,0,1,1.1,0,1.3,雨時々曇,晴時々雨
2021/3/17,9.3,2.1,0.0,0,0,1,0,1,3.7,0,2.8,曇一時雨後晴,晴後曇
2021/3/18,11.8,2.9,0,1,0,1,0,1,5.2,0,1.9,曇時々晴,曇時々晴
2021/3/19,11.8,1.0,0,1,0,1,0,1,8.2,0,1.4,晴時々曇,晴
2021/3/20,14.2,-1.0,0.5,0,0,1,0,1,9.3,0,1.8,晴後一時曇,雨時々曇
2021/3/21,15.9,6.0,5.5,0,0,1,0,1,0.5,0,1.4,雨時々曇,雨後時々曇
2021/3/22,10.7,2.4,0.5,0,0,1,0,1,3.3,0,3.2,曇時々晴一時雨,晴後みぞれ時々曇
2021/3/23,10.9,2.3,0.0,0,0,1,0,1,3.7,0,2.3,みぞれ時々雨後曇一時晴,晴
2021/3/24,19.8,0.0,0,1,0,1,0,1,10.8,0,1.5,晴後一時曇,曇時々晴
2021/3/25,17.5,4.2,0.0,0,0,1,0,1,3.4,0,1.3,曇一時晴後一時雨,雨時々曇後晴
2021/3/26,12.5,3.7,0.0,0,0,1,0,1,3.3,0,2.0,曇時々晴一時雨,晴一時雨
2021/3/27,15.8,2.3,0,1,0,1,0,1,8.4,0,1.9,晴時々曇,曇
2021/3/28,13.6,4.0,4.0,0,0,1,0,1,1.4,0,1.0,曇一時晴後雨,雨後時々霧一時曇
2021/3/29,22.0,8.8,0.0,0,0,1,0,1,6.1,0,2.5,曇時々晴、霧を伴う,曇時々晴
2021/3/30,20.1,7.2,0.0,0,0,1,0,1,7.6,0,1.6,晴時々曇,曇一時雨後時々晴
2021/3/31,17.7,6.4,0.0,0,0,1,0,1,8.2,0,2.1,曇一時雨後晴,晴
2021/4/1,15.8,3.1,0,1,0,1,0,1,11.6,0,1.5,晴,晴
2021/4/2,18.7,2.4,0,1,0,1,0,1,10.9,0,2.4,晴後一時曇,晴時々曇
2021/4/3,22.0,6.7,0.0,0,0,1,0,1,8.4,0,1.5,晴後曇一時雨,晴後一時曇
2021/4/4,13.7,9.9,3.5,0,0,1,0,1,0.3,0,0.9,雨時々曇,雨時々曇
2021/4/5,13.9,5.0,0.0,0,0,1,0,1,3.5,0,2.1,曇時々雨後晴,晴後時々曇
2021/4/6,13.7,2.6,0,1,0,1,0,1,8.2,0,2.5,曇時々晴,曇
2021/4/7,16.1,3.3,0,1,0,1,0,1,10.5,0,1.9,晴,晴一時曇
2021/4/8,14.1,2.2,0.0,0,0,1,0,1,7.4,0,2.3,曇時々晴,曇時々晴一時雨、みぞれを伴う
2021/4/9,7.3,1.6,0.0,0,0,1,0,1,3.0,0,2.9,みぞれ一時雨後曇時々雪,晴時々曇
2021/4/10,12.0,-0.1,0,1,0,1,0,1,9.7,0,2.2,晴時々曇,晴
2021/4/11,16.5,-1.0,0,1,0,1,0,1,12.2,0,1.6,晴,晴
2021/4/12,21.6,2.3,0,1,0,1,0,1,11.4,0,2.0,晴,曇後一時晴
2021/4/13,20.8,8.8,0.0,0,0,1,0,1,2.9,0,2.7,曇一時晴後雨,雨時々曇
2021/4/14,14.4,3.2,1.0,0,0,1,0,1,0.0,0,2.1,雨後曇,晴時々曇
2021/4/15,13.6,0.9,0,1,0,1,0,1,12.0,0,2.1,晴,曇時々晴
2021/4/16,19.4,2.1,0,1,0,1,0,1,9.0,0,2.0,晴後時々曇,曇後時々晴
2021/4/17,12.6,8.4,20.0,0,0,1,0,1,0.0,0,1.1,雨,雨後時々曇
2021/4/18,14.2,6.5,16.0,0,0,1,0,1,2.8,0,4.4,雨時々曇一時晴,雨
2021/4/19,14.8,7.6,0.5,0,0,1,0,1,2.3,0,3.5,雨時々曇一時晴,晴
2021/4/20,21.3,7.0,0,1,0,1,0,1,12.2,0,3.5,晴,晴
2021/4/21,18.9,4.7,0,1,0,1,0,1,12.6,0,2.4,晴,晴後一時曇
2021/4/22,19.8,2.8,0,1,0,1,0,1,12.6,0,2.5,晴,晴
2021/4/23,20.3,3.9,0,1,0,1,0,1,12.5,0,1.6,晴,晴後一時曇
2021/4/24,23.5,5.5,0,1,0,1,0,1,10.6,0,1.3,晴時々曇,曇
2021/4/25,17.0,5.6,0.0,0,0,1,0,1,2.0,0,2.4,曇後雨時々晴,晴後時々みぞれ時々雨一時曇
2021/4/26,12.3,2.6,0.5,0,0,1,0,1,8.7,0,2.7,雨時々曇後晴、みぞれを伴う,晴
2021/4/27,20.1,0.5,0,1,0,1,0,1,12.7,0,1.4,晴,曇時々晴
2021/4/28,21.3,6.0,0.0,0,0,1,0,1,1.0,0,1.4,曇,雨時々曇
2021/4/29,14.2,11.7,22.5,0,0,1,0,1,0.0,0,1.3,雨,雨後時々曇一時晴
2021/4/30,18.2,8.8,5.0,0,0,1,0,1,4.8,0,2.8,曇時々雨後晴,曇時々雨一時晴
2021/5/1,16.2,8.8,15.0,0,0,1,0,1,1.3,0,1.9,曇時々雨,雨時々曇
2021/5/2,16.7,7.8,5.0,0,0,1,0,1,2.6,0,2.7,雨時々曇一時晴、雷を伴う,晴時々雨一時曇
2021/5/3,14.0,7.2,2.5,0,0,1,0,1,1.6,0,3.0,雨時々曇,晴
2021/5/4,22.1,9.5,0,1,0,1,0,1,12.0,0,2.7,晴,曇時々晴
2021/5/5,21.1,8.6,1.0,0,0,1,0,1,1.8,0,1.2,曇一時晴後雨,雨時々曇
2021/5/6,23.5,10.6,0.5,0,0,1,0,1,12.5,0,2.3,晴,曇
2021/5/7,22.0,9.7,0,1,0,1,0,1,1.1,0,1.2,曇,曇時々晴一時雨
2021/5/8,23.6,12.4,0.0,0,0,1,0,1,5.4,0,2.7,晴時々曇一時雨,曇後一時晴
2021/5/9,21.5,11.5,1.0,0,0,1,0,1,5.7,0,3.1,雨時々曇後晴,晴後曇一時雨
2021/5/10,20.3,11.6,0.0,0,0,1,0,1,3.9,0,3.3,曇時々晴,晴時々曇
2021/5/11,20.1,6.2,0,1,0,1,0,1,10.2,0,2.1,晴後時々曇,晴
2021/5/12,22.5,6.0,0,1,0,1,0,1,12.1,0,2.6,晴後一時曇,曇時々晴
2021/5/13,25.4,9.0,0,1,0,1,0,1,8.9,0,1.8,晴後一時曇,晴時々曇
2021/5/14,24.6,12.4,0,1,0,1,0,1,8.8,0,1.7,曇時々晴,晴
2021/5/15,25.8,9.3,0,1,0,1,0,1,12.4,0,2.7,晴,晴後時々曇
2021/5/16,24.4,13.9,0.0,0,0,1,0,1,2.0,0,1.4,曇一時晴後雨,雨時々曇
2021/5/17,24.7,15.5,0.5,0,0,1,0,1,0.2,0,2.3,雨時々曇,曇後時々雨
2021/5/18,22.2,14.8,4.5,0,0,1,0,1,2.4,0,1.6,曇一時晴後時々雨,雨時々曇、霧を伴う
2021/5/19,19.2,14.5,5.5,0,0,1,0,1,0.0,0,1.1,曇後時々雨,雨後曇時々晴
2021/5/20,25.9,13.0,2.0,0,0,1,0,1,8.3,0,1.8,晴時々曇,雨時々曇
2021/5/21,19.0,14.9,15.0,0,0,1,0,1,0.0,0,1.1,雨時々曇,雨時々曇
2021/5/22,21.6,15.4,1.5,0,0,1,0,1,0.0,0,2.5,曇時々雨,雨時々曇
2021/5/23,19.7,14.7,0.5,0,0,1,0,1,0.2,0,3.5,曇,曇時々晴
2021/5/24,25.5,11.6,0.0,0,0,1,0,1,5.4,0,1.4,曇時々晴,曇時々雨
2021/5/25,24.9,14.6,0.0,0,0,1,0,1,6.5,0,2.2,曇時々晴一時雨,雨時々曇
2021/5/26,21.2,12.6,0.0,0,0,1,0,1,5.9,0,2.6,曇時々晴一時雨,曇一時晴
2021/5/27,16.8,11.6,1.5,0,0,1,0,1,0.0,0,1.0,雨時々曇,雨時々曇
2021/5/28,25.5,14.4,0.5,0,0,1,0,1,10.3,0,4.2,晴時々曇,曇時々晴
2021/5/29,23.8,14.0,0.0,0,0,1,0,1,5.2,0,3.5,曇時々晴一時雨、雷を伴う,曇後時々晴
2021/5/30,21.4,11.3,0.0,0,0,1,0,1,3.3,0,2.7,曇時々晴一時雨,晴
2021/5/31,23.3,9.6,0,1,0,1,0,1,11.6,0,2.1,晴後一時曇,晴時々曇
2021/6/1,25.7,11.4,0,1,0,1,0,1,13.2,0,2.3,晴,曇時々晴一時雨
2021/6/2,28.5,14.9,0.0,0,0,1,0,1,6.9,0,1.6,曇一時雨後晴,晴
2021/6/3,29.8,15.4,0,1,0,1,0,1,9.7,0,2.3,晴後時々曇,曇後時々雨
2021/6/4,22.3,16.3,25.5,0,0,1,0,1,0.0,0,2.2,雨,曇時々雨
2021/6/5,28.3,15.1,0,1,0,1,0,1,9.7,0,1.5,晴時々曇,曇後一時晴
2021/6/6,29.4,16.1,0,1,0,1,0,1,6.4,0,1.5,曇時々晴,曇
2021/6/7,29.7,17.3,0,1,0,1,0,1,5.5,0,1.4,曇後時々晴,晴時々曇
2021/6/8,26.5,16.3,0,1,0,1,0,1,2.9,0,1.9,曇,晴後一時曇
2021/6/9,28.7,15.4,0,1,0,1,0,1,11.1,0,1.7,晴一時曇,晴
2021/6/10,32.2,14.7,0,1,0,1,0,1,13.6,0,1.8,晴,晴
2021/6/11,32.4,16.8,0,1,0,1,0,1,10.8,0,1.9,晴後一時曇,曇後一時晴
2021/6/12,29.4,18.0,0,1,0,1,0,1,4.4,0,1.7,曇時々晴,曇時々晴一時雨
2021/6/13,29.4,20.1,0.0,0,0,1,0,1,5.2,0,1.7,曇時々晴,曇
2021/6/14,28.5,19.8,0.0,0,0,1,0,1,4.5,0,1.8,曇一時晴後一時雨、雷を伴う,曇時々晴一時雨、雷を伴う
2021/6/15,29.5,18.3,0.0,0,0,1,0,1,6.5,0,1.8,曇時々晴一時雨、雷を伴う,曇時々晴、雷を伴う
2021/6/16,27.9,17.5,0.0,0,0,1,0,1,7.0,0,2.5,晴後曇時々雨、雷を伴う,曇時々雨一時晴
2021/6/17,27.1,16.8,0.0,0,0,1,0,1,8.2,0,2.8,曇一時雨後晴,晴後一時雨一時曇
2021/6/18,29.1,15.9,0.0,0,0,1,0,1,9.7,0,1.9,晴後時々曇,曇後一時雨
2021/6/19,20.2,17.9,6.5,0,0,1,0,1,0.0,0,1.2,雨,曇時々晴一時雨
2021/6/20,27.7,16.7,0.0,0,0,1,0,1,10.6,0,1.9,曇時々晴,晴一時曇
2021/6/21,28.5,14.6,0,1,0,1,0,1,11.8,0,1.7,晴時々曇,曇時々晴
2021/6/22,27.6,16.4,2.5,0,0,1,0,1,5.9,0,2.0,晴後曇時々雨、雷を伴う,曇時々雨、雷を伴う
2021/6/23,23.0,17.2,1.5,0,0,1,0,1,0.8,0,2.0,曇時々雨、雷を伴う,雨後曇時々晴
2021/6/24,23.8,16.3,3.5,0,0,1,0,1,1.0,0,1.2,雨時々曇、雷を伴う,晴時々曇、霧を伴う
2021/6/25,29.4,15.5,0.0,0,0,1,0,1,5.6,0,1.5,曇時々晴一時雨、雷を伴う,曇一時晴後一時雨、雷を伴う
2021/6/26,30.4,18.2,4.5,0,0,1,0,1,6.9,0,1.6,雨後晴時々曇,曇一時晴
2021/6/27,28.6,19.3,0.0,0,0,1,0,1,4.1,0,2.4,曇時々晴一時雨,×
2021/6/28,31.1,18.9,0.0,0,0,1,0,1,10.7,0,3.0,晴一時雨,曇後一時雨
2021/6/29,22.6,18.4,9.0,0,0,1,0,1,0.0,0,1.7,雨時々曇,曇時々雨
2021/6/30,27.8,17.2,0.0,0,0,1,0,1,7.0,0,2.3,曇一時晴,曇
2021/7/1,27.2,19.3,0.0,0,0,1,0,1,2.2,0,2.2,曇後時々雨,曇時々晴
2021/7/2,27.2,19.3,0.0,0,0,1,0,1,1.2,0,2.5,曇後一時晴,曇後雨時々晴
2021/7/3,30.3,19.1,2.0,0,0,1,0,1,4.7,0,1.9,曇後時々晴,曇
2021/7/4,24.5,18.7,3.5,0,0,1,0,1,0.8,0,1.5,雨時々曇,雨時々曇
2021/7/5,27.7,18.5,0.5,0,0,1,0,1,0.1,0,2.0,曇時々雨,曇
2021/7/6,30.4,20.2,4.5,0,0,1,0,1,2.9,0,1.7,曇一時晴,大雨時々曇
2021/7/7,25.1,20.5,37.5,0,0,1,0,1,0.0,0,1.1,雨後時々曇,曇時々雨
2021/7/8,30.2,20.8,0.0,0,0,1,0,1,3.8,0,2.5,曇一時雨,曇後時々雨
2021/7/9,25.6,20.9,11.5,0,0,1,0,1,0.0,0,1.0,雨時々曇,雨時々曇
2021/7/10,27.8,21.4,9.5,0,0,1,0,1,2.3,0,1.2,曇後雨一時晴,曇時々雨
2021/7/11,26.9,20.7,21.0,0,0,1,0,1,0.1,0,1.6,雨時々曇、雷を伴う,曇一時晴後雨、雷を伴う
2021/7/12,28.6,20.5,2.0,0,0,1,0,1,3.0,0,1.8,曇後一時雨、雷を伴う,曇一時晴、雷を伴う
2021/7/13,29.7,21.0,1.0,0,0,1,0,1,2.2,0,1.6,曇後雨時々晴、雷を伴う,曇時々晴
2021/7/14,30.0,21.2,1.0,0,0,1,0,1,5.2,0,2.2,曇一時雨後時々晴,晴時々曇
2021/7/15,31.9,19.7,0,1,0,1,0,1,11.4,0,1.9,晴後時々曇,晴
2021/7/16,34.7,21.0,0,1,0,1,0,1,12.2,0,1.7,晴,晴
2021/7/17,35.6,22.7,0,1,0,1,0,1,10.8,0,1.7,晴後一時曇,晴
2021/7/18,36.3,23.3,0,1,0,1,0,1,13.0,0,1.8,晴,晴
2021/7/19,36.5,23.8,0,1,0,1,0,1,13.3,0,1.6,晴,晴
2021/7/20,36.7,23.9,0,1,0,1,0,1,13.0,0,2.0,晴,晴後一時曇
2021/7/21,36.9,24.0,0.5,0,0,1,0,1,9.7,0,1.8,晴後雨時々曇、雷を伴う,曇一時雨後晴
2021/7/22,33.8,22.9,1.5,0,0,1,0,1,6.9,0,2.0,晴後曇一時雨、雷を伴う,曇
2021/7/23,33.7,23.6,0.0,0,0,1,0,1,4.3,0,2.0,曇時々晴、雷を伴う,晴
2021/7/24,33.1,22.4,0,1,0,1,0,1,7.7,0,2.0,晴時々曇,晴
2021/7/25,34.1,21.9,0,1,0,1,0,1,12.1,0,2.5,晴,晴
2021/7/26,31.4,21.5,0.0,0,0,1,0,1,10.5,0,2.0,晴後時々曇,曇後時々雨
2021/7/27,29.2,21.9,3.5,0,0,1,0,1,2.8,0,1.5,雨時々曇一時晴,雨時々曇一時晴
2021/7/28,30.0,21.1,12.5,0,0,1,0,1,3.7,0,1.6,雨時々曇、雷を伴う,曇一時雨後晴
2021/7/29,32.5,21.3,3.0,0,0,1,0,1,6.0,0,1.8,晴後曇一時雨、雷を伴う,曇時々晴一時雨、雷を伴う
2021/7/30,32.5,21.1,0.0,0,0,1,0,1,8.2,0,2.6,曇時々晴一時雨、雷を伴う,晴時々曇
2021/7/31,33.3,22.7,0.0,0,0,1,0,1,6.7,0,1.9,晴後時々曇,曇一時雨
2021/8/1,33.3,23.8,1.0,0,0,1,0,1,2.3,0,1.7,曇時々雨,晴
2021/8/2,35.4,22.4,0,1,0,1,0,1,11.4,0,1.7,晴後一時曇,晴時々曇一時雨
2021/8/3,37.5,24.7,0.0,0,0,1,0,1,10.9,0,2.0,晴後一時曇,晴後一時曇
2021/8/4,35.9,25.8,2.5,0,0,1,0,1,8.4,0,1.6,晴後曇一時雨、雷を伴う,晴時々曇、雷を伴う
2021/8/5,36.8,25.0,0.0,0,0,1,0,1,7.7,0,1.9,晴後曇一時雨、雷を伴う,晴一時曇
2021/8/6,36.5,25.1,0,1,0,1,0,1,10.2,0,2.5,晴,晴後一時曇
2021/8/7,34.2,23.1,0.0,0,0,1,0,1,8.5,0,2.5,晴後曇一時雨、雷を伴う,曇時々晴
2021/8/8,31.3,24.6,3.5,0,0,1,0,1,0.3,0,1.3,曇時々雨,曇時々雨一時晴
2021/8/9,31.6,24.9,10.0,0,0,1,0,1,3.1,0,2.4,曇一時晴後雨、雷を伴う,雨時々曇
2021/8/10,31.2,23.5,2.5,0,0,1,0,1,5.8,0,3.5,雨後曇時々晴,晴後時々曇一時雨
2021/8/11,30.6,20.1,0.0,0,0,1,0,1,7.6,0,2.1,曇時々晴,曇
2021/8/12,26.3,19.3,0.0,0,0,1,0,1,2.1,0,1.4,曇時々雨,雨時々曇
2021/8/13,21.4,17.3,6.5,0,0,1,0,1,0.0,0,1.5,雨時々曇,雨時々曇
2021/8/14,20.4,16.7,19.0,0,0,1,0,1,0.0,0,1.8,雨,雨
2021/8/15,24.1,16.4,3.5,0,0,1,0,1,0.5,0,2.6,曇一時雨,曇時々晴一時雨
2021/8/16,24.3,18.3,0.0,0,0,1,0,1,0.4,0,1.5,曇,曇
2021/8/17,26.0,17.8,9.0,0,0,1,0,1,3.1,0,1.0,曇時々晴後雨,雨後曇一時晴
2021/8/18,31.9,19.9,0.5,0,0,1,0,1,2.4,0,1.6,曇一時雨,晴時々曇
2021/8/19,34.7,21.3,0,1,0,1,0,1,8.8,0,1.5,晴時々曇,晴時々曇
2021/8/20,33.8,22.2,0.0,0,0,1,0,1,9.1,0,2.1,晴後曇一時雨、雷を伴う,雨時々晴後曇、雷を伴う
2021/8/21,31.8,23.2,3.5,0,0,1,0,1,4.1,0,1.7,曇一時晴後一時雨、雷を伴う,雨時々曇、雷を伴う
2021/8/22,30.2,22.7,7.0,0,0,1,0,1,2.6,0,1.2,曇時々雨、雷を伴う,雨時々曇、雷を伴う
2021/8/23,31.3,21.5,26.0,0,0,1,0,1,5.3,0,2.1,曇一時雨後一時晴,曇一時晴
2021/8/24,27.7,20.2,5.0,0,0,1,0,1,0.5,0,1.2,曇後時々雨,雨後時々曇
2021/8/25,31.3,21.6,5.0,0,0,1,0,1,4.2,0,3.0,曇時々雨,曇時々雨
2021/8/26,32.4,25.3,0.0,0,0,1,0,1,3.1,0,2.9,曇一時晴後一時雨,曇一時雨後晴
2021/8/27,33.9,23.5,0,1,0,1,0,1,9.5,0,2.4,晴時々曇,晴
2021/8/28,32.4,20.8,0.0,0,0,1,0,1,4.0,0,2.7,曇時々晴一時雨,晴時々曇
2021/8/29,32.5,19.1,0,1,0,1,0,1,11.7,0,2.0,晴,晴後曇一時雨
2021/8/30,27.7,20.3,1.5,0,0,1,0,1,2.8,0,1.3,曇時々雨,曇時々晴
2021/8/31,29.1,19.8,0.0,0,0,1,0,1,7.2,0,2.1,曇時々晴一時雨,曇一時晴後一時雨
2021/9/1,20.1,16.3,14.5,0,0,1,0,1,0.0,0,1.2,雨後一時曇,雨後一時曇
2021/9/2,24.5,16.1,3.5,0,0,1,0,1,1.6,0,1.7,曇,曇後一時晴
2021/9/3,25.2,16.6,8.5,0,0,1,0,1,2.9,0,2.1,曇一時晴後時々雨,雨時々曇
2021/9/4,21.4,16.4,16.0,0,0,1,0,1,0.0,0,1.8,雨時々曇,曇
2021/9/5,23.0,16.3,0.0,0,0,1,0,1,0.3,0,2.7,曇,曇後時々雨、雷を伴う
2021/9/6,22.4,15.4,2.0,0,0,1,0,1,1.1,0,2.0,曇,曇一時雨後晴
2021/9/7,24.8,13.2,0,1,0,1,0,1,8.9,0,2.5,晴時々曇,曇
2021/9/8,18.4,14.8,9.5,0,0,1,0,1,0.0,0,1.2,雨,曇時々雨
2021/9/9,29.7,16.2,0.0,0,0,1,0,1,5.0,0,1.2,曇一時雨後晴,晴時々曇
2021/9/10,29.3,18.8,0,1,0,1,0,1,10.0,0,1.3,晴時々曇,曇後一時雨
2021/9/11,26.0,18.4,0.0,0,0,1,0,1,1.3,0,1.5,曇時々雨一時晴,晴、霧を伴う
2021/9/12,30.9,16.3,0.0,0,0,1,0,1,11.0,0,2.6,晴、霧を伴う,晴一時雨後一時曇
2021/9/13,26.9,16.3,0,1,0,1,0,1,11.6,0,2.2,晴,曇時々晴
2021/9/14,25.6,14.2,0,1,0,1,0,1,7.3,0,1.6,曇時々晴,曇時々晴
2021/9/15,27.2,16.9,0,1,0,1,0,1,8.1,0,1.9,晴時々曇,晴一時曇後一時雨
2021/9/16,22.5,15.6,0.0,0,0,1,0,1,4.4,0,3.2,曇後一時晴,曇時々晴
2021/9/17,24.9,16.0,0.0,0,0,1,0,1,2.5,0,1.3,曇一時晴,雨時々曇
2021/9/18,22.2,18.7,11.5,0,0,1,0,1,0.0,0,1.0,雨,晴一時雨後曇、霧を伴う
2021/9/19,27.6,16.5,0,1,0,1,0,1,10.2,0,1.3,晴,晴
2021/9/20,28.5,13.1,0,1,0,1,0,1,11.4,0,1.5,晴,晴
2021/9/21,28.3,13.2,0,1,0,1,0,1,11.4,0,1.8,晴,晴
2021/9/22,29.0,16.6,24.0,0,0,1,0,1,5.1,0,1.4,晴時々曇,雨後曇時々晴、雷を伴う
2021/9/23,29.0,16.5,0.0,0,0,1,0,1,8.4,0,2.9,晴後曇一時雨,曇時々雨一時晴
2021/9/24,24.7,17.0,0.0,0,0,1,0,1,4.0,0,2.7,曇一時雨後時々晴,晴時々曇
2021/9/25,23.3,13.6,0,1,0,1,0,1,2.7,0,2.0,曇時々晴,曇
2021/9/26,21.1,13.9,0,1,0,1,0,1,1.1,0,1.8,曇,晴時々曇
2021/9/27,23.2,12.0,0,1,0,1,0,1,4.9,0,2.3,曇時々晴,曇時々晴
2021/9/28,24.6,12.3,0.0,0,0,1,0,1,8.4,0,2.3,曇後晴一時雨,晴
2021/9/29,26.3,13.4,0,1,0,1,0,1,9.1,0,1.8,晴,晴
2021/9/30,30.7,15.5,0.0,0,0,1,0,1,9.1,0,1.5,晴後曇一時雨,曇時々雨
2021/10/1,21.0,14.0,32.0,0,0,1,0,1,0.0,0,1.5,雨,雨時々曇
2021/10/2,26.1,14.0,0.0,0,0,1,0,1,9.1,0,1.9,晴,曇時々晴一時雨
2021/10/3,26.6,14.9,0,1,0,1,0,1,10.2,0,1.5,晴,晴
2021/10/4,29.6,12.6,0,1,0,1,0,1,10.3,0,1.2,晴,晴後時々曇
2021/10/5,28.1,14.8,0,1,0,1,0,1,1.9,0,2.4,曇,曇時々晴後雨
2021/10/6,24.0,12.9,0.5,0,0,1,0,1,1.0,0,1.6,曇時々雨一時晴,晴後一時曇
