ダウンロードした時刻：2024/11/27 12:12:25

,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋,名古屋
2021/3/26,19.3,6.4,0,1,0,1,0,1,10.4,0,4.3,晴,晴
2021/3/27,19.8,6.9,0,1,0,1,0,1,6.4,0,3.1,薄曇一時晴,曇後時々雨
2021/3/28,17.6,14.3,50.0,0,0,1,0,1,0.0,0,4.7,雨時々曇,大雨後曇
2021/3/29,24.5,13.6,0.5,0,0,1,0,1,10.8,0,2.7,晴時々薄曇,薄曇
2021/3/30,23.7,12.2,0,1,0,1,0,1,5.7,0,2.6,曇,晴一時曇
2021/3/31,23.8,10.1,0,1,0,1,0,1,11.3,0,3.2,晴,晴時々曇
2021/4/1,24.1,11.6,0,1,0,1,0,1,8.5,0,2.9,晴時々薄曇,曇後一時晴
2021/4/2,23.6,14.0,0,1,0,1,0,1,9.2,0,3.2,晴,晴後曇
2021/4/3,20.9,14.1,0.0,0,0,1,0,1,0.5,0,2.6,曇,曇時々晴
2021/4/4,17.3,14.5,23.5,0,0,1,0,1,0.0,0,2.1,雨一時曇,雨後曇
2021/4/5,19.5,11.6,0,1,0,1,0,1,8.7,0,5.5,晴一時曇,晴時々曇
2021/4/6,19.0,9.2,7.0,0,0,1,0,1,3.5,0,2.8,曇時々晴,雨後曇
2021/4/7,21.3,9.9,0.0,0,0,1,0,1,11.0,0,4.1,快晴,晴
2021/4/8,21.0,8.0,0.0,0,0,1,0,1,8.6,0,3.3,薄曇一時晴,晴一時曇
2021/4/9,17.9,6.8,0,1,0,1,0,1,12.2,0,5.6,晴後一時薄曇,晴時々薄曇
2021/4/10,18.3,5.2,0,1,0,1,0,1,12.0,0,3.5,晴,晴
2021/4/11,19.6,7.9,0,1,0,1,0,1,11.7,0,2.6,晴,快晴
2021/4/12,21.4,8.8,0,1,0,1,0,1,8.0,0,3.7,晴時々曇,曇
2021/4/13,16.2,13.0,19.5,0,0,1,0,1,0.0,0,3.1,雨一時曇,雨後一時曇
2021/4/14,22.7,10.0,2.5,0,0,1,0,1,6.0,0,5.1,薄曇時々晴,快晴
2021/4/15,18.2,5.9,0,1,0,1,0,1,8.1,0,3.6,薄曇時々晴,曇一時晴
2021/4/16,16.9,11.8,0.5,0,0,1,0,1,0.1,0,2.4,曇時々雨,雨時々曇
2021/4/17,14.4,12.6,89.0,0,0,1,0,1,0.0,0,1.9,大雨,曇一時雨後時々晴
2021/4/18,14.5,7.1,1.0,0,0,1,0,1,6.8,0,5.2,晴時々雨,晴
2021/4/19,19.8,6.8,0,1,0,1,0,1,12.2,0,3.7,晴,快晴
2021/4/20,25.3,8.9,0,1,0,1,0,1,12.1,0,3.5,快晴,晴
2021/4/21,27.9,11.6,0,1,0,1,0,1,12.4,0,4.2,快晴,快晴
2021/4/22,27.6,11.8,0,1,0,1,0,1,11.5,0,3.4,薄曇後一時晴,快晴
2021/4/23,20.7,11.7,0,1,0,1,0,1,8.4,0,2.7,曇時々晴,曇
2021/4/24,21.9,14.1,0,1,0,1,0,1,6.1,0,2.0,薄曇,晴後曇
2021/4/25,23.1,11.6,0,1,0,1,0,1,10.1,0,5.4,薄曇後晴,快晴
2021/4/26,21.2,8.8,0,1,0,1,0,1,12.9,0,4.7,快晴,晴後一時薄曇
2021/4/27,21.2,7.8,0,1,0,1,0,1,9.0,0,2.7,晴後薄曇,薄曇後一時雨
2021/4/28,19.5,13.5,8.0,0,0,1,0,1,0.0,0,2.2,雨一時曇,雨
2021/4/29,18.0,13.1,41.0,0,0,1,0,1,0.0,0,5.1,雨,曇一時雨後晴
2021/4/30,24.1,11.8,0.0,0,0,1,0,1,9.9,0,3.0,晴,曇一時雨後晴
2021/5/1,21.9,11.2,22.0,0,0,1,0,1,3.8,0,3.3,曇後一時雨、雷を伴う,晴時々曇一時雨、雷を伴う
2021/5/2,18.4,10.7,1.5,0,0,1,0,1,5.2,0,4.6,晴時々曇一時雨,晴
2021/5/3,21.9,9.5,0,1,0,1,0,1,12.5,0,4.4,晴,晴
2021/5/4,24.0,10.0,0,1,0,1,0,1,10.1,0,2.1,薄曇,曇
2021/5/5,18.9,15.7,40.0,0,0,1,0,1,0.0,0,4.5,雨,雨後曇
2021/5/6,27.2,13.0,2.0,0,0,1,0,1,11.9,0,3.1,晴時々薄曇,曇時々晴
2021/5/7,19.1,13.5,2.5,0,0,1,0,1,0.0,0,1.7,曇後雨,曇後晴
2021/5/8,23.0,12.4,0.0,0,0,1,0,1,5.2,0,1.8,晴後曇,曇
2021/5/9,25.0,15.0,0.0,0,0,1,0,1,6.9,0,3.8,曇時々晴,晴
2021/5/10,26.0,11.2,0.0,0,0,1,0,1,10.1,0,3.8,晴後一時曇,曇後一時雨
2021/5/11,24.5,15.0,0.0,0,0,1,0,1,3.9,0,3.2,曇,薄曇
2021/5/12,22.0,15.2,0.0,0,0,1,0,1,0.7,0,2.8,曇後一時雨,雨時々曇
2021/5/13,26.7,15.4,0.0,0,0,1,0,1,2.8,0,2.3,曇,晴時々曇
2021/5/14,30.7,17.5,0,1,0,1,0,1,12.6,0,2.7,薄曇一時晴,薄曇
2021/5/15,26.8,19.3,0,1,0,1,0,1,2.0,0,4.3,曇,曇後雨
2021/5/16,20.7,16.9,5.5,0,0,1,0,1,0.0,0,1.8,雨一時曇,雨一時曇、霧を伴う
2021/5/17,23.7,17.5,14.5,0,0,1,0,1,0.0,0,2.6,雨時々曇、霧を伴う,曇一時雨
2021/5/18,27.7,19.6,11.0,0,0,1,0,1,4.0,0,2.2,曇時々雨,曇時々雨
2021/5/19,22.6,19.2,6.0,0,0,1,0,1,0.1,0,1.4,雨時々曇,曇一時晴
2021/5/20,22.2,17.2,25.0,0,0,1,0,1,0.0,0,2.6,曇後雨,雨
2021/5/21,23.8,18.7,81.0,0,0,1,0,1,0.0,0,3.7,大雨一時曇,曇一時雨
2021/5/22,24.1,17.2,0,1,0,1,0,1,3.5,0,3.0,曇,晴一時曇
2021/5/23,26.1,16.0,0.0,0,0,1,0,1,9.4,0,3.9,晴,晴後薄曇
2021/5/24,26.5,17.3,0.0,0,0,1,0,1,1.8,0,2.3,曇後時々雨,曇一時雨後時々晴
2021/5/25,25.9,16.8,0,1,0,1,0,1,5.9,0,3.9,晴後曇,薄曇時々晴
2021/5/26,24.5,15.4,0,1,0,1,0,1,5.6,0,3.6,薄曇,曇後雨
2021/5/27,18.8,13.2,43.0,0,0,1,0,1,0.1,0,2.1,大雨後一時曇,曇
2021/5/28,25.1,15.4,0,1,0,1,0,1,2.6,0,2.7,曇,曇
2021/5/29,28.2,18.2,0.0,0,0,1,0,1,8.2,0,3.5,晴,晴
2021/5/30,27.6,16.4,0,1,0,1,0,1,13.6,0,4.3,晴,快晴
2021/5/31,27.0,15.0,0,1,0,1,0,1,9.4,0,2.5,晴,晴後一時曇
2021/6/1,28.4,18.2,0,1,0,1,0,1,10.2,0,2.8,晴,曇時々晴
2021/6/2,26.0,19.3,0.0,0,0,1,0,1,2.1,0,2.5,曇,曇後晴
2021/6/3,28.4,18.4,0.0,0,0,1,0,1,7.8,0,4.2,曇一時晴,雨一時曇
2021/6/4,23.1,18.1,23.0,0,0,1,0,1,0.0,0,5.3,雨後時々曇,曇一時雨
2021/6/5,25.7,15.6,0,1,0,1,0,1,4.4,0,2.1,曇一時晴,曇後時々雨
2021/6/6,28.0,18.7,1.0,0,0,1,0,1,3.1,0,2.0,雨後曇,曇後一時雨
2021/6/7,31.8,20.5,0.0,0,0,1,0,1,9.0,0,2.3,薄曇時々晴,薄曇後晴
2021/6/8,32.4,20.1,0,1,0,1,0,1,9.8,0,3.3,薄曇時々晴,晴
2021/6/9,31.3,19.1,0,1,0,1,0,1,13.7,0,3.2,晴時々薄曇,晴
2021/6/10,30.7,20.6,0,1,0,1,0,1,13.5,0,3.1,晴,晴時々薄曇
2021/6/11,28.6,20.7,0,1,0,1,0,1,8.5,0,3.9,薄曇,曇
2021/6/12,28.9,21.5,0,1,0,1,0,1,2.2,0,2.9,曇,曇
2021/6/13,25.3,21.4,0.0,0,0,1,0,1,0.3,0,1.9,曇時々雨,曇一時雨
2021/6/14,28.1,19.8,4.0,0,0,1,0,1,4.6,0,2.2,雨後晴一時曇,晴後曇
2021/6/15,30.8,20.4,2.5,0,0,1,0,1,6.7,0,2.5,曇,雨一時曇、雷を伴う
2021/6/16,25.6,20.5,2.0,0,0,1,0,1,0.0,0,2.0,雨一時曇,雨後時々曇
2021/6/17,30.0,19.3,4.5,0,0,1,0,1,7.0,0,2.6,晴後一時雨、雷を伴う,薄曇一時晴
2021/6/18,25.7,18.9,1.0,0,0,1,0,1,0.6,0,2.3,曇後一時雨,雨一時曇
2021/6/19,21.2,19.2,79.0,0,0,1,0,1,0.0,0,3.9,大雨,雨後曇時々晴
2021/6/20,29.5,18.8,0,1,0,1,0,1,8.1,0,4.6,晴後薄曇,薄曇
2021/6/21,29.7,18.2,0.0,0,0,1,0,1,10.0,0,3.2,薄曇時々晴,薄曇時々晴
2021/6/22,27.2,20.3,0.0,0,0,1,0,1,1.4,0,2.1,曇,曇
2021/6/23,29.1,21.3,0.0,0,0,1,0,1,4.8,0,2.2,曇一時雨後晴,曇時々晴
2021/6/24,28.9,20.6,0,1,0,1,0,1,5.2,0,2.4,晴時々曇,晴後曇
2021/6/25,26.2,19.8,7.0,0,0,1,0,1,2.1,0,2.1,曇一時雨、雷を伴う,曇時々雨
2021/6/26,26.6,21.2,0.0,0,0,1,0,1,2.8,0,2.1,曇後時々雨,曇
2021/6/27,26.0,22.0,0.0,0,0,1,0,1,1.4,0,1.8,曇,曇後一時晴
2021/6/28,29.8,22.3,1.0,0,0,1,0,1,4.7,0,2.5,曇一時晴,雨時々曇
2021/6/29,31.0,21.2,9.0,0,0,1,0,1,8.2,0,3.2,晴一時雨,晴一時曇
2021/6/30,28.2,21.4,3.0,0,0,1,0,1,1.5,0,3.5,曇一時雨,雨一時曇
2021/7/1,23.3,21.4,34.5,0,0,1,0,1,0.0,0,1.9,雨時々曇,大雨
2021/7/2,25.9,21.9,27.5,0,0,1,0,1,0.0,0,3.0,雨時々曇,雨時々曇
2021/7/3,32.6,23.8,20.5,0,0,1,0,1,6.3,0,2.5,曇一時晴,曇時々雨
2021/7/4,30.3,25.1,0.5,0,0,1,0,1,0.4,0,2.9,雨後曇,曇
2021/7/5,31.0,24.0,11.0,0,0,1,0,1,0.9,0,2.7,曇後雨,雨時々曇
2021/7/6,29.6,23.7,10.0,0,0,1,0,1,0.0,0,1.6,曇一時雨,曇時々雨
2021/7/7,26.3,23.7,25.0,0,0,1,0,1,0.0,0,1.7,雨,雨時々曇
2021/7/8,26.2,23.4,21.0,0,0,1,0,1,0.0,0,1.5,雨,曇時々雨
2021/7/9,31.3,23.8,51.0,0,0,1,0,1,2.0,0,1.8,曇時々大雨、雷を伴う,曇時々雨一時晴
2021/7/10,33.0,24.0,7.0,0,0,1,0,1,4.3,0,1.7,曇時々晴,曇一時雨
2021/7/11,33.5,25.2,0.0,0,0,1,0,1,6.3,0,2.6,晴時々曇,薄曇時々晴
2021/7/12,31.2,22.1,4.5,0,0,1,0,1,4.7,0,1.9,曇後一時雨、雷を伴う,曇後晴
2021/7/13,33.5,21.6,0,1,0,1,0,1,11.3,0,2.6,晴,薄曇後晴
2021/7/14,30.7,22.0,15.5,0,0,1,0,1,4.4,0,2.6,曇後一時雨、雷を伴う,大雨時々曇、雷を伴う
2021/7/15,28.7,21.4,40.5,0,0,1,0,1,3.8,0,1.9,曇時々雨、雷を伴う,曇
2021/7/16,32.8,23.7,0.0,0,0,1,0,1,7.9,0,3.2,曇,薄曇
2021/7/17,33.1,23.5,0,1,0,1,0,1,12.3,0,3.2,晴,晴
2021/7/18,33.7,24.0,0,1,0,1,0,1,11.4,0,3.3,晴,晴
2021/7/19,34.5,25.0,0,1,0,1,0,1,13.4,0,2.7,晴,晴後時々曇
2021/7/20,33.3,26.6,0,1,0,1,0,1,8.3,0,2.8,晴後時々曇,曇一時晴
2021/7/21,33.8,26.2,0,1,0,1,0,1,7.0,0,2.8,晴時々曇,曇時々晴
2021/7/22,34.1,26.3,0,1,0,1,0,1,9.3,0,2.9,晴,曇
2021/7/23,33.6,26.1,0.0,0,0,1,0,1,7.1,0,2.7,晴時々曇,曇一時雨
2021/7/24,33.7,24.6,0.0,0,0,1,0,1,7.8,0,2.8,晴,曇時々晴一時雨
2021/7/25,33.3,24.9,0.0,0,0,1,0,1,7.6,0,2.7,晴一時曇,曇
2021/7/26,36.4,26.0,0,1,0,1,0,1,9.6,0,2.5,晴時々曇,薄曇後晴
2021/7/27,34.1,26.3,0.0,0,0,1,0,1,3.7,0,3.5,晴後曇一時雨,曇
2021/7/28,34.4,26.5,0,1,0,1,0,1,8.6,0,2.9,晴時々曇,曇一時晴
2021/7/29,33.8,24.2,40.5,0,0,1,0,1,2.5,0,2.2,曇一時大雨、雷を伴う,晴時々曇
2021/7/30,35.0,25.0,2.0,0,0,1,0,1,8.2,0,2.6,晴一時雨,曇一時雨、雷を伴う
2021/7/31,34.6,25.4,1.5,0,0,1,0,1,6.1,0,2.2,曇時々晴一時雨、雷を伴う,曇一時雨、雷を伴う
2021/8/1,34.1,25.1,3.0,0,0,1,0,1,6.6,0,2.4,晴時々曇一時雨,晴時々曇
2021/8/2,34.5,25.6,0.0,0,0,1,0,1,10.6,0,2.9,薄曇一時晴,曇後時々雨
2021/8/3,32.6,25.4,20.0,0,0,1,0,1,5.0,0,4.1,曇時々雨,晴
2021/8/4,34.9,25.4,0,1,0,1,0,1,12.5,0,2.5,晴,晴一時曇
2021/8/5,35.2,27.3,0,1,0,1,0,1,11.5,0,2.8,晴後薄曇,曇
2021/8/6,35.1,27.8,0.0,0,0,1,0,1,7.9,0,3.4,曇後晴,晴一時曇
2021/8/7,34.9,26.5,0,1,0,1,0,1,7.3,0,2.7,曇時々晴,晴
2021/8/8,37.8,27.2,0,1,0,1,0,1,11.5,0,3.5,晴後一時薄曇,曇時々晴後一時雨
2021/8/9,32.7,26.0,5.0,0,0,1,0,1,1.8,0,7.9,曇時々雨,曇時々雨後晴
2021/8/10,32.4,24.8,0.0,0,0,1,0,1,9.3,0,5.1,晴時々曇,晴時々薄曇
2021/8/11,32.7,24.0,0.0,0,0,1,0,1,5.1,0,2.3,薄曇,曇時々雨
2021/8/12,27.4,23.3,24.5,0,0,1,0,1,0.0,0,2.2,雨時々曇,雨時々曇
2021/8/13,25.7,22.7,101.5,0,0,1,0,1,0.0,0,4.0,大雨,大雨
2021/8/14,26.5,24.2,33.5,0,0,1,0,1,0.0,0,4.2,雨,雨
2021/8/15,29.9,22.8,26.5,0,0,1,0,1,1.4,0,2.6,雨後曇,曇
2021/8/16,25.3,22.6,3.0,0,0,1,0,1,0.0,0,2.0,雨時々曇,曇時々雨
2021/8/17,26.9,22.4,47.5,0,0,1,0,1,0.0,0,3.4,大雨時々曇,雨時々曇
2021/8/18,28.9,24.1,4.0,0,0,1,0,1,1.0,0,4.0,曇時々雨,曇時々雨一時晴、雷を伴う
2021/8/19,24.8,22.5,39.0,0,0,1,0,1,0.6,0,1.8,大雨後時々曇,曇
2021/8/20,30.8,22.4,35.0,0,0,1,0,1,3.0,0,2.3,曇時々雨,曇一時雨
2021/8/21,28.4,22.5,1.0,0,0,1,0,1,0.9,0,2.2,曇一時雨,曇時々雨
2021/8/22,32.6,24.6,1.0,0,0,1,0,1,2.4,0,2.7,曇時々雨、雷を伴う,曇時々雨
2021/8/23,31.9,24.1,2.0,0,0,1,0,1,3.4,0,1.9,曇,曇
2021/8/24,31.4,24.3,0.0,0,0,1,0,1,2.5,0,3.3,曇,曇時々雨
2021/8/25,32.9,25.1,0.5,0,0,1,0,1,1.4,0,1.6,曇,薄曇時々晴
2021/8/26,34.8,26.3,0.0,0,0,1,0,1,6.3,0,2.8,薄曇,薄曇時々晴
2021/8/27,34.7,26.3,0,1,0,1,0,1,12.4,0,3.3,晴,快晴
2021/8/28,35.2,24.4,0,1,0,1,0,1,12.0,0,3.6,晴,晴一時曇
2021/8/29,35.2,26.2,0,1,0,1,0,1,12.6,0,3.2,快晴,晴一時曇
2021/8/30,35.7,26.3,0,1,0,1,0,1,10.4,0,2.9,晴,曇後晴
2021/8/31,34.3,26.2,0,1,0,1,0,1,7.7,0,3.3,晴後曇,曇
2021/9/1,31.7,24.8,0.0,0,0,1,0,1,1.5,0,1.7,曇,雨時々曇
2021/9/2,27.8,23.5,6.5,0,0,1,0,1,0.1,0,2.4,曇時々雨,雨時々曇
2021/9/3,24.7,22.3,16.5,0,0,1,0,1,0.0,0,1.4,雨時々曇,曇時々雨
2021/9/4,26.4,22.2,26.0,0,0,1,0,1,0.1,0,1.9,曇時々雨、雷を伴う,曇一時雨
2021/9/5,30.7,21.8,1.0,0,0,1,0,1,4.9,0,2.5,曇時々晴,曇時々雨後一時晴、雷を伴う
2021/9/6,31.0,21.9,0.5,0,0,1,0,1,10.2,0,2.5,晴,曇時々晴
2021/9/7,27.3,21.6,0.0,0,0,1,0,1,2.3,0,2.8,曇,曇
2021/9/8,23.7,20.6,5.0,0,0,1,0,1,0.0,0,2.6,曇後雨,大雨時々曇、雷を伴う
2021/9/9,30.8,20.7,37.5,0,0,1,0,1,7.0,0,2.8,雨一時曇後晴,晴
2021/9/10,31.4,20.1,0.0,0,0,1,0,1,11.2,0,2.2,晴,曇
2021/9/11,28.1,21.9,2.0,0,0,1,0,1,1.0,0,1.4,曇一時雨,曇
2021/9/12,27.4,23.3,0.0,0,0,1,0,1,0.0,0,1.5,曇時々雨,薄曇
2021/9/13,30.1,21.7,0,1,0,1,0,1,7.3,0,2.8,薄曇,薄曇
2021/9/14,24.6,19.5,7.5,0,0,1,0,1,0.0,0,1.6,雨一時曇,雨時々曇
2021/9/15,29.8,19.5,1.0,0,0,1,0,1,8.7,0,2.2,晴一時曇,晴時々曇
2021/9/16,29.4,21.7,0.0,0,0,1,0,1,4.3,0,2.8,晴時々曇,曇
2021/9/17,26.0,22.1,13.0,0,0,1,0,1,0.0,0,2.8,曇後雨,大雨
2021/9/18,28.0,22.4,46.5,0,0,1,0,1,1.6,0,4.3,雨後曇一時晴,快晴
2021/9/19,30.0,22.0,1.5,0,0,1,0,1,5.3,0,3.1,晴後曇一時雨,曇時々雨
2021/9/20,28.5,22.2,0.0,0,0,1,0,1,3.3,0,2.2,曇後時々晴,晴一時曇
2021/9/21,28.9,19.5,6.0,0,0,1,0,1,5.2,0,2.0,晴後曇一時雨,曇時々雨
2021/9/22,28.1,20.9,6.5,0,0,1,0,1,2.1,0,1.9,曇時々雨一時晴,曇一時雨後晴
2021/9/23,30.2,20.3,0,1,0,1,0,1,9.0,0,2.3,晴後時々薄曇,薄曇後晴
2021/9/24,29.0,19.8,0,1,0,1,0,1,9.5,0,3.3,晴後薄曇,薄曇後晴
2021/9/25,29.8,20.6,0.0,0,0,1,0,1,3.5,0,2.4,曇時々晴,曇後一時雨
2021/9/26,22.8,18.7,47.0,0,0,1,0,1,0.0,0,1.6,大雨後一時曇,曇
2021/9/27,26.7,18.7,0,1,0,1,0,1,8.0,0,1.9,晴一時曇,晴
2021/9/28,28.2,18.8,0,1,0,1,0,1,8.8,0,2.1,晴後一時曇,晴一時曇
2021/9/29,29.7,19.9,0,1,0,1,0,1,7.7,0,2.5,晴一時曇,曇時々晴
2021/9/30,28.3,21.2,0.0,0,0,1,0,1,3.5,0,1.7,曇後時々雨,曇時々雨
2021/10/1,27.9,22.5,0.0,0,0,1,0,1,0.7,0,4.9,曇,快晴
2021/10/2,29.6,20.8,0,1,0,1,0,1,11.2,0,5.0,快晴,快晴
2021/10/3,29.8,17.4,0,1,0,1,0,1,11.2,0,2.5,快晴,晴一時曇
2021/10/4,29.9,20.1,0,1,0,1,0,1,8.0,0,2.3,晴後一時薄曇,晴時々薄曇
2021/10/5,29.8,19.8,0,1,0,1,0,1,9.9,0,2.5,晴後薄曇,薄曇後晴
2021/10/6,31.2,19.5,0,1,0,1,0,1,11.2,0,3.3,晴,曇一時晴
2021/10/7,28.6,22.2,0.0,0,0,1,0,1,2.3,0,2.8,曇後時々晴,晴一時曇
2021/10/8,30.2,21.3,0,1,0,1,0,1,7.8,0,2.1,晴,晴
2021/10/9,30.5,20.8,0,1,0,1,0,1,7.7,0,2.3,晴後一時曇,晴後一時曇
2021/10/10,29.7,20.4,0.0,0,0,1,0,1,4.9,0,2.9,晴時々曇,晴後一時曇
2021/10/11,29.0,19.9,0.0,0,0,1,0,1,5.7,0,1.7,晴時々曇,曇後一時雨
2021/10/12,29.6,22.2,16.5,0,0,1,0,1,1.5,0,2.0,曇,曇時々雨、雷を伴う
2021/10/13,24.6,20.6,7.5,0,0,1,0,1,0.2,0,2.0,曇時々雨,曇一時晴
2021/10/14,27.7,19.0,0,1,0,1,0,1,9.6,0,2.1,晴,晴一時曇
2021/10/15,27.2,16.9,0,1,0,1,0,1,10.9,0,1.9,快晴,快晴
2021/10/16,27.9,18.2,0.0,0,0,1,0,1,8.0,0,2.2,晴一時曇,曇時々雨
2021/10/17,22.1,13.0,0.0,0,0,1,0,1,3.6,0,5.6,曇一時雨後晴,晴
2021/10/18,17.6,11.4,0,1,0,1,0,1,1.3,0,2.5,曇一時晴,曇後一時雨
2021/10/19,21.0,13.6,3.5,0,0,1,0,1,2.3,0,1.5,晴後曇一時雨,晴時々曇一時雨
2021/10/20,18.7,11.5,0.0,0,0,1,0,1,9.1,0,5.2,晴,薄曇時々晴
2021/10/21,17.7,10.0,0.0,0,0,1,0,1,5.5,0,3.5,薄曇一時晴,曇
2021/10/22,19.7,12.0,0.0,0,0,1,0,1,2.3,0,2.4,曇時々晴,晴
2021/10/23,19.4,11.5,0,1,0,1,0,1,8.9,0,4.7,晴,晴
2021/10/24,19.5,10.4,0,1,0,1,0,1,5.4,0,2.4,晴後薄曇,曇後時々雨
2021/10/25,15.4,12.9,25.0,0,0,1,0,1,0.0,0,2.7,雨時々曇,雨後一時晴
2021/10/26,23.2,11.8,12.0,0,0,1,0,1,10.5,0,3.8,晴,晴
2021/10/27,21.8,12.1,0,1,0,1,0,1,4.8,0,1.9,曇時々晴,晴
2021/10/28,23.2,11.1,0,1,0,1,0,1,10.3,0,4.0,快晴,快晴
2021/10/29,21.6,11.4,0,1,0,1,0,1,10.6,0,4.1,快晴,快晴
2021/10/30,21.7,10.0,0,1,0,1,0,1,8.7,0,1.7,晴後薄曇,曇
2021/10/31,20.8,13.5,0.5,0,0,1,0,1,3.0,0,1.7,雨後晴,晴一時曇
2021/11/1,23.8,12.1,0,1,0,1,0,1,7.2,0,1.7,薄曇,薄曇後晴
2021/11/2,23.0,13.1,0,1,0,1,0,1,8.1,0,3.1,薄曇時々晴,晴後一時薄曇
2021/11/3,22.6,10.7,0,1,0,1,0,1,10.1,0,3.2,晴,快晴
2021/11/4,21.7,10.1,0,1,0,1,0,1,9.8,0,3.0,晴,快晴
2021/11/5,21.8,10.0,0,1,0,1,0,1,10.1,0,3.1,快晴,晴
2021/11/6,20.0,9.5,0.0,0,0,1,0,1,5.7,0,1.6,曇一時晴,曇時々雨
2021/11/7,21.9,13.2,0.0,0,0,1,0,1,8.4,0,1.8,晴,晴時々曇
2021/11/8,25.1,12.5,0,1,0,1,0,1,9.1,0,3.1,薄曇時々晴,曇後雨
2021/11/9,19.6,13.4,35.5,0,0,1,0,1,2.4,0,4.1,雨一時曇後晴,曇後晴
2021/11/10,17.7,9.8,0.0,0,0,1,0,1,4.2,0,3.4,晴時々曇,晴後時々曇
2021/11/11,17.8,10.0,0,1,0,1,0,1,4.3,0,2.6,晴時々曇,晴時々曇
2021/11/12,17.3,8.2,0.0,0,0,1,0,1,4.2,0,1.9,晴時々曇一時雨,晴
2021/11/13,16.2,5.9,0,1,0,1,0,1,9.7,0,1.7,快晴,薄曇一時晴
2021/11/14,18.2,7.9,0,1,0,1,0,1,5.1,0,1.8,曇後晴,晴
2021/11/15,20.0,8.1,0,1,0,1,0,1,8.7,0,2.4,晴,快晴
2021/11/16,19.5,8.5,0,1,0,1,0,1,8.5,0,2.7,晴後薄曇,薄曇後晴
2021/11/17,19.3,8.3,0,1,0,1,0,1,9.8,0,2.4,快晴,薄曇時々晴
2021/11/18,18.3,8.2,0,1,0,1,0,1,7.8,0,1.3,薄曇後晴,晴時々薄曇
2021/11/19,18.8,7.7,0,1,0,1,0,1,7.9,0,1.8,晴時々薄曇,快晴
2021/11/20,20.4,7.8,0,1,0,1,0,1,9.5,0,2.0,快晴,晴後一時曇
2021/11/21,19.5,8.4,0.0,0,0,1,0,1,3.4,0,1.4,曇一時晴,曇
2021/11/22,16.4,11.2,33.5,0,0,1,0,1,0.0,0,2.6,大雨一時曇,曇時々晴一時雨
2021/11/23,13.7,8.4,0.0,0,0,1,0,1,4.3,0,3.9,晴後曇,晴時々曇
2021/11/24,12.6,7.2,0.0,0,0,1,0,1,0.4,0,3.3,曇,曇時々晴
2021/11/25,15.8,5.8,0,1,0,1,0,1,6.5,0,1.6,晴,曇時々晴
2021/11/26,15.0,8.9,0.0,0,0,1,0,1,4.5,0,3.2,晴時々曇,晴時々曇
2021/11/27,12.2,4.5,0.0,0,0,1,0,1,7.9,0,4.0,晴一時雨,快晴
2021/11/28,14.3,2.7,0,1,0,1,0,1,9.8,0,3.0,快晴,晴
2021/11/29,14.2,2.1,0,1,0,1,0,1,9.0,0,1.3,晴一時薄曇,晴一時薄曇
2021/11/30,15.8,3.6,2.5,0,0,1,0,1,3.8,0,2.0,曇時々晴,雨時々曇
2021/12/1,16.4,5.0,19.0,0,0,1,0,1,5.1,0,6.2,晴一時雨,晴時々雨
2021/12/2,12.0,2.8,0.0,0,0,1,0,1,9.1,0,3.0,晴,晴一時曇
2021/12/3,14.1,3.5,0,1,0,1,0,1,8.9,0,1.7,快晴,晴後一時曇
2021/12/4,12.5,4.1,0.0,0,0,1,0,1,4.1,0,3.7,曇時々晴,晴
2021/12/5,11.3,3.4,0,1,0,1,0,1,4.2,0,2.6,晴後曇,曇後一時雨
2021/12/6,10.6,8.0,12.5,0,0,1,0,1,0.0,0,2.0,雨,雨後時々曇
2021/12/7,12.2,10.2,22.0,0,0,1,0,1,0.0,0,2.7,雨,雨後曇一時晴
2021/12/8,15.7,9.8,0,1,0,1,0,1,3.2,0,4.6,曇時々晴,快晴
2021/12/9,16.9,5.8,0,1,0,1,0,1,9.5,0,2.2,快晴,薄曇一時晴
2021/12/10,15.7,6.9,0,1,0,1,0,1,6.4,0,1.2,薄曇後晴,晴
2021/12/11,18.0,5.6,0,1,0,1,0,1,6.8,0,2.1,晴,晴後一時曇
2021/12/12,15.2,6.7,0.0,0,0,1,0,1,3.3,0,1.9,曇時々晴,曇後晴
2021/12/13,12.1,4.8,0.0,0,0,1,0,1,9.5,0,5.1,晴,快晴
2021/12/14,12.2,2.2,0,1,0,1,0,1,7.8,0,1.7,晴一時曇,晴
2021/12/15,14.1,2.4,0,1,0,1,0,1,8.4,0,2.2,晴,快晴
2021/12/16,14.6,3.5,2.5,0,0,1,0,1,6.9,0,1.4,晴時々曇,雨一時曇
2021/12/17,12.9,2.2,20.0,0,0,1,0,1,0.7,0,4.7,曇時々雨一時晴,晴一時雪
2021/12/18,7.2,0.8,0.0,0,0,1,0,1,6.5,0,3.9,晴一時曇,晴一時曇
2021/12/19,8.0,-0.4,0.0,0,0,1,0,1,3.9,0,2.2,晴後曇一時雨,晴時々雨
2021/12/20,11.3,2.5,0.0,0,0,1,0,1,7.9,0,2.3,晴一時曇,晴時々曇一時雨
2021/12/21,12.9,3.2,0.0,0,0,1,0,1,7.3,0,1.7,晴一時曇,晴一時曇
