ダウンロードした時刻：2024/11/27 12:12:43

,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪,大阪
2021/3/22,13.5,7.7,1.5,0,0,1,0,1,3.8,0,2.8,曇後時々雨,晴時々曇
2021/3/23,14.8,5.5,0,1,0,1,0,1,11.5,0,2.0,快晴,快晴
2021/3/24,19.1,7.1,0,1,0,1,0,1,11.3,0,2.0,晴,曇
2021/3/25,16.1,11.8,0.5,0,0,1,0,1,1.6,0,1.1,雨後曇時々晴,晴
2021/3/26,20.8,8.7,0,1,0,1,0,1,9.5,0,2.6,晴後一時薄曇,晴後薄曇
2021/3/27,20.9,8.0,0,1,0,1,0,1,11.1,0,2.0,薄曇,曇
2021/3/28,17.4,14.6,26.5,0,0,1,0,1,0.0,0,1.6,雨一時曇,雨後曇一時晴
2021/3/29,20.7,13.4,0,1,0,1,0,1,8.3,0,2.5,曇後晴,晴
2021/3/30,21.9,12.5,0,1,0,1,0,1,6.6,0,2.2,曇,晴
2021/3/31,22.3,10.8,0,1,0,1,0,1,11.5,0,2.7,晴,薄曇
2021/4/1,24.1,10.0,0,1,0,1,0,1,10.6,0,3.3,薄曇一時晴,薄曇後晴
2021/4/2,24.6,14.5,0,1,0,1,0,1,6.6,0,3.2,晴後曇,晴
2021/4/3,22.5,14.8,0,1,0,1,0,1,1.9,0,1.9,曇一時晴,晴後曇
2021/4/4,20.7,13.4,25.5,0,0,1,0,1,0.1,0,2.3,雨時々曇,雨後曇、雷を伴う
2021/4/5,16.5,9.5,0.0,0,0,1,0,1,7.4,0,4.3,曇後晴,晴
2021/4/6,16.7,8.0,4.0,0,0,1,0,1,2.0,0,2.2,曇一時晴後一時雨,雨後曇一時晴
2021/4/7,20.0,9.8,0.0,0,0,1,0,1,12.0,0,2.2,快晴,晴後時々薄曇
2021/4/8,20.3,10.0,0.0,0,0,1,0,1,10.8,0,2.6,薄曇,晴一時曇
2021/4/9,17.7,7.3,0,1,0,1,0,1,11.3,0,3.9,晴後時々薄曇,晴一時薄曇
2021/4/10,17.9,5.5,0,1,0,1,0,1,11.9,0,2.8,晴,晴
2021/4/11,20.4,7.2,0,1,0,1,0,1,12.3,0,2.2,快晴,晴
2021/4/12,22.7,11.3,0,1,0,1,0,1,5.9,0,2.3,晴後曇,曇後時々雨
2021/4/13,22.4,14.9,5.0,0,0,1,0,1,0.8,0,2.6,曇時々雨,雨
2021/4/14,19.6,8.9,7.0,0,0,1,0,1,1.8,0,3.0,曇,晴
2021/4/15,19.5,7.2,0,1,0,1,0,1,11.0,0,1.9,薄曇一時晴,曇
2021/4/16,20.1,12.7,0.5,0,0,1,0,1,0.9,0,3.0,曇一時雨,雨一時曇
2021/4/17,14.7,12.5,59.5,0,0,1,0,1,0.1,0,1.9,大雨,晴時々曇
2021/4/18,15.2,10.2,0.5,0,0,1,0,1,5.0,0,3.1,晴一時雨、雷を伴う,快晴
2021/4/19,17.8,7.2,0,1,0,1,0,1,12.2,0,2.0,晴,快晴
2021/4/20,23.7,10.3,0,1,0,1,0,1,12.1,0,1.8,晴,快晴
2021/4/21,25.6,12.9,0,1,0,1,0,1,12.3,0,2.1,快晴,晴
2021/4/22,26.7,12.8,0,1,0,1,0,1,11.7,0,2.6,薄曇後時々晴,晴
2021/4/23,25.4,12.6,0,1,0,1,0,1,10.8,0,3.1,薄曇,曇
2021/4/24,22.3,14.9,0,1,0,1,0,1,8.0,0,2.2,曇後晴,曇一時晴
2021/4/25,23.7,11.2,0,1,0,1,0,1,8.2,0,3.3,晴時々曇,晴
2021/4/26,20.7,9.3,0,1,0,1,0,1,12.8,0,3.6,晴,晴後一時薄曇
2021/4/27,20.7,8.6,0,1,0,1,0,1,11.8,0,2.4,薄曇,曇
2021/4/28,19.8,13.7,17.0,0,0,1,0,1,0.0,0,1.3,雨,大雨
2021/4/29,16.9,13.1,105.0,0,0,1,0,1,0.0,0,1.6,大雨,曇一時雨
2021/4/30,23.6,14.1,0,1,0,1,0,1,8.9,0,2.7,晴後時々曇,晴時々曇
2021/5/1,25.6,13.2,7.5,0,0,1,0,1,5.7,0,3.3,曇時々晴一時雨、雷を伴う,晴
2021/5/2,17.2,11.8,1.0,0,0,1,0,1,3.7,0,4.3,晴時々曇一時雨,晴一時曇
2021/5/3,20.4,10.5,0,1,0,1,0,1,12.6,0,2.4,快晴,晴
2021/5/4,23.6,12.1,0,1,0,1,0,1,9.4,0,1.8,薄曇,曇後時々雨
2021/5/5,19.9,15.9,27.0,0,0,1,0,1,0.0,0,1.7,雨,雨一時曇後晴
2021/5/6,24.9,13.7,0,1,0,1,0,1,11.9,0,1.4,晴,晴後曇
2021/5/7,20.7,15.6,2.0,0,0,1,0,1,0.1,0,1.5,曇時々雨,曇時々晴
2021/5/8,22.4,14.6,0,1,0,1,0,1,5.0,0,1.7,曇一時晴,曇
2021/5/9,25.4,15.5,0,1,0,1,0,1,11.0,0,3.2,晴,快晴
2021/5/10,24.9,12.6,0,1,0,1,0,1,9.9,0,2.4,晴後時々曇,曇
2021/5/11,24.3,15.3,0.0,0,0,1,0,1,5.3,0,3.3,曇,曇
2021/5/12,21.4,14.7,7.0,0,0,1,0,1,0.0,0,3.5,曇後雨,雨
2021/5/13,26.6,15.9,3.0,0,0,1,0,1,10.2,0,3.6,曇時々晴,曇後一時晴
2021/5/14,28.7,19.6,0,1,0,1,0,1,7.4,0,2.0,曇時々晴,薄曇
2021/5/15,27.2,19.3,0.0,0,0,1,0,1,6.2,0,1.8,曇,雨時々曇
2021/5/16,23.6,19.4,7.5,0,0,1,0,1,0.3,0,2.8,曇時々雨,薄曇後雨
2021/5/17,26.1,19.7,36.5,0,0,1,0,1,0.0,0,2.7,大雨後時々曇,曇
2021/5/18,26.5,20.7,1.0,0,0,1,0,1,0.9,0,1.6,曇後雨,曇一時雨
2021/5/19,22.3,19.9,2.5,0,0,1,0,1,0.2,0,1.3,雨時々曇,曇
2021/5/20,23.5,18.4,101.0,0,0,1,0,1,0.0,0,2.2,雨一時曇,大雨、雷を伴う
2021/5/21,24.3,19.0,95.5,0,0,1,0,1,0.0,0,2.8,大雨一時曇,曇一時雨後晴
2021/5/22,23.0,17.5,1.5,0,0,1,0,1,5.6,0,2.6,曇後時々雨,晴後一時曇
2021/5/23,26.1,17.1,0,1,0,1,0,1,9.9,0,1.7,晴,曇
2021/5/24,25.1,16.3,2.0,0,0,1,0,1,0.3,0,2.0,雨時々曇,曇一時雨後時々晴
2021/5/25,24.9,17.0,0.0,0,0,1,0,1,9.5,0,2.8,晴後一時曇,曇
2021/5/26,23.2,17.6,0.0,0,0,1,0,1,3.3,0,2.0,曇,曇後雨
2021/5/27,20.3,14.3,45.0,0,0,1,0,1,0.0,0,2.2,大雨後時々曇,曇
2021/5/28,23.7,18.0,0,1,0,1,0,1,2.6,0,1.6,曇,曇一時晴
2021/5/29,26.7,18.8,0.0,0,0,1,0,1,13.1,0,3.4,晴,晴
2021/5/30,27.1,16.7,0,1,0,1,0,1,12.2,0,2.4,晴,晴
2021/5/31,28.5,16.4,0,1,0,1,0,1,13.6,0,2.5,快晴,晴
2021/6/1,30.1,18.3,0,1,0,1,0,1,12.9,0,2.3,晴,晴後曇
2021/6/2,28.2,19.8,0,1,0,1,0,1,4.2,0,2.1,曇,曇後晴
2021/6/3,28.4,19.2,0.5,0,0,1,0,1,6.6,0,2.5,曇後時々雨,雨時々曇
2021/6/4,23.1,17.7,46.0,0,0,1,0,1,0.0,0,1.9,大雨,曇一時雨
2021/6/5,23.9,17.0,0,1,0,1,0,1,1.6,0,1.7,曇,曇
2021/6/6,27.3,19.0,0.0,0,0,1,0,1,4.8,0,1.8,曇一時雨,曇
2021/6/7,29.7,20.4,0,1,0,1,0,1,10.0,0,1.8,薄曇,晴時々薄曇
2021/6/8,30.7,20.7,0,1,0,1,0,1,11.7,0,2.1,薄曇後晴,晴時々薄曇
2021/6/9,32.2,20.9,0,1,0,1,0,1,13.2,0,2.3,晴,晴
2021/6/10,32.1,21.7,0,1,0,1,0,1,12.3,0,2.2,晴,晴後曇
2021/6/11,28.7,20.7,0.0,0,0,1,0,1,6.8,0,2.0,曇,曇一時雨
2021/6/12,28.0,22.3,0.0,0,0,1,0,1,1.8,0,1.8,曇,曇
2021/6/13,26.5,20.3,5.5,0,0,1,0,1,0.4,0,1.7,曇一時雨,曇時々大雨、雷を伴う
2021/6/14,29.8,20.7,41.0,0,0,1,0,1,8.1,0,2.0,曇後晴,曇時々晴
2021/6/15,30.8,22.6,0.0,0,0,1,0,1,5.1,0,1.9,曇一時晴,雨時々曇
2021/6/16,24.1,20.8,18.0,0,0,1,0,1,0.0,0,2.7,雨後一時曇,曇一時雨
2021/6/17,29.7,20.5,0.0,0,0,1,0,1,9.9,0,2.9,薄曇時々晴,曇
2021/6/18,25.3,20.8,1.5,0,0,1,0,1,1.2,0,1.4,曇時々雨,雨
2021/6/19,22.1,19.8,25.0,0,0,1,0,1,0.0,0,1.7,雨,曇後時々晴
2021/6/20,28.2,19.1,0,1,0,1,0,1,4.7,0,2.1,曇,曇後時々晴
2021/6/21,31.3,19.0,0,1,0,1,0,1,11.0,0,2.1,曇後晴,曇一時晴
2021/6/22,27.6,22.0,0.0,0,0,1,0,1,0.6,0,1.7,曇,曇一時雨
2021/6/23,31.0,21.1,0,1,0,1,0,1,10.0,0,2.4,晴一時曇,晴時々曇
2021/6/24,30.3,20.7,0,1,0,1,0,1,8.6,0,2.5,晴一時曇,晴後曇
2021/6/25,30.9,22.6,0.0,0,0,1,0,1,8.0,0,2.0,曇時々晴,曇後晴
2021/6/26,26.8,22.1,0.0,0,0,1,0,1,0.6,0,1.4,曇一時雨,曇
2021/6/27,26.0,22.0,0.0,0,0,1,0,1,0.4,0,1.8,曇時々雨,曇後晴
2021/6/28,29.4,21.3,0.0,0,0,1,0,1,5.6,0,1.9,曇,曇後雨
2021/6/29,30.2,20.8,6.5,0,0,1,0,1,5.9,0,2.5,曇後晴,晴後一時薄曇
2021/6/30,31.4,21.8,28.0,0,0,1,0,1,7.6,0,2.2,曇一時晴,大雨一時曇
2021/7/1,25.5,21.6,28.5,0,0,1,0,1,0.0,0,3.0,雨一時曇,雨時々曇
2021/7/2,27.0,22.8,8.5,0,0,1,0,1,0.2,0,2.1,曇時々雨,雨時々曇
2021/7/3,31.0,24.3,8.0,0,0,1,0,1,2.6,0,1.7,曇,曇時々雨
2021/7/4,30.9,24.7,0.5,0,0,1,0,1,1.7,0,1.7,曇時々雨,曇
2021/7/5,31.7,26.3,0.0,0,0,1,0,1,0.8,0,2.3,曇,曇
2021/7/6,32.5,26.0,0.0,0,0,1,0,1,1.3,0,2.1,曇一時雨,曇
2021/7/7,27.8,23.4,56.0,0,0,1,0,1,0.0,0,1.8,大雨後一時曇、雷を伴う,雨一時曇
2021/7/8,28.3,23.6,64.0,0,0,1,0,1,0.7,0,1.6,大雨時々曇,曇一時雨
2021/7/9,29.9,24.9,4.0,0,0,1,0,1,2.4,0,1.8,曇時々雨、雷を伴う,曇
2021/7/10,31.2,25.5,0.0,0,0,1,0,1,1.5,0,2.2,曇,曇後一時雨
2021/7/11,32.3,25.6,0.0,0,0,1,0,1,10.0,0,2.5,晴,薄曇時々晴
2021/7/12,32.3,24.0,0.5,0,0,1,0,1,3.2,0,2.0,曇後時々雨、雷を伴う,曇時々晴
2021/7/13,31.9,23.5,0.0,0,0,1,0,1,7.1,0,1.9,曇一時晴,晴一時薄曇
2021/7/14,33.0,21.9,51.5,0,0,1,0,1,3.8,0,1.4,薄曇後時々大雨、雷・あられを伴う,曇後一時大雨、雷を伴う
2021/7/15,31.3,20.9,39.5,0,0,1,0,1,3.6,0,1.8,曇時々雨、雷を伴う,曇一時晴後時々雨
2021/7/16,31.0,22.6,7.5,0,0,1,0,1,1.5,0,2.8,曇一時雨,薄曇後一時雨
2021/7/17,33.4,25.4,0.0,0,0,1,0,1,9.3,0,3.4,晴時々薄曇,薄曇後一時晴
2021/7/18,33.5,25.1,0.0,0,0,1,0,1,6.6,0,3.1,曇一時晴、雷を伴う,晴
2021/7/19,35.1,25.2,0,1,0,1,0,1,13.1,0,2.3,晴,晴一時曇
2021/7/20,35.0,26.1,0,1,0,1,0,1,9.1,0,1.8,晴,晴
2021/7/21,35.3,25.1,0,1,0,1,0,1,13.1,0,2.6,晴,薄曇時々晴
2021/7/22,35.2,24.8,0,1,0,1,0,1,12.9,0,2.4,晴一時薄曇,晴一時薄曇
2021/7/23,35.1,25.5,0,1,0,1,0,1,11.8,0,2.3,薄曇,晴
2021/7/24,35.2,26.3,0.0,0,0,1,0,1,10.9,0,2.2,晴,晴後一時曇
2021/7/25,34.0,26.4,0,1,0,1,0,1,8.9,0,2.2,晴時々曇,晴
2021/7/26,34.8,26.4,0,1,0,1,0,1,8.1,0,2.2,晴一時曇,晴一時薄曇
2021/7/27,34.4,26.9,0,1,0,1,0,1,7.9,0,2.8,曇一時晴,曇後時々晴
2021/7/28,33.5,26.2,0,1,0,1,0,1,8.3,0,2.2,晴一時曇,曇後晴
2021/7/29,34.7,27.1,0,1,0,1,0,1,9.9,0,2.2,晴,晴
2021/7/30,35.7,27.2,0,1,0,1,0,1,11.0,0,2.1,晴,晴
2021/7/31,35.2,26.6,0.0,0,0,1,0,1,9.7,0,2.0,晴後曇一時雨,晴時々曇
2021/8/1,35.4,26.2,0,1,0,1,0,1,9.4,0,1.8,晴後薄曇、雷を伴う,晴一時曇
2021/8/2,36.6,26.8,0.0,0,0,1,0,1,9.0,0,2.1,薄曇,晴後曇時々雨
2021/8/3,31.5,25.5,5.0,0,0,1,0,1,0.4,0,2.1,曇一時雨,薄曇後晴
2021/8/4,36.2,25.9,0,1,0,1,0,1,12.4,0,2.1,晴,晴
2021/8/5,38.9,27.1,0,1,0,1,0,1,12.6,0,2.1,晴,晴後時々曇
2021/8/6,35.7,27.5,0.0,0,0,1,0,1,4.6,0,3.6,曇一時雨,曇一時雨
2021/8/7,36.6,27.1,0.0,0,0,1,0,1,8.2,0,3.6,曇後晴,快晴
2021/8/8,36.8,27.8,0,1,0,1,0,1,11.0,0,2.6,晴後一時曇,曇時々雨後一時晴
2021/8/9,31.2,25.7,10.5,0,0,1,0,1,1.3,0,5.1,曇時々雨,曇
2021/8/10,32.5,26.0,0,1,0,1,0,1,6.0,0,3.7,曇時々晴,曇時々晴
2021/8/11,33.0,24.4,0.0,0,0,1,0,1,4.3,0,2.3,曇一時晴,曇一時雨
2021/8/12,27.4,23.6,54.0,0,0,1,0,1,0.0,0,1.8,大雨,雨一時曇
2021/8/13,26.5,23.2,43.5,0,0,1,0,1,0.0,0,2.1,大雨,雨一時曇
2021/8/14,28.4,23.2,19.0,0,0,1,0,1,0.0,0,4.0,雨一時曇,雨
2021/8/15,29.4,21.6,34.0,0,0,1,0,1,1.6,0,2.1,曇時々雨,曇
2021/8/16,27.9,23.5,0.0,0,0,1,0,1,0.2,0,1.8,曇時々雨,曇後雨
2021/8/17,25.3,23.3,65.0,0,0,1,0,1,0.0,0,1.4,大雨,大雨時々曇
2021/8/18,31.0,23.4,38.5,0,0,1,0,1,4.4,0,1.7,雨一時曇後晴,曇時々雨
2021/8/19,24.9,21.5,37.0,0,0,1,0,1,0.0,0,1.5,大雨時々曇,晴後時々曇
2021/8/20,31.2,22.5,4.5,0,0,1,0,1,4.2,0,1.8,雨時々曇一時晴,曇一時雨
2021/8/21,30.2,22.5,0.0,0,0,1,0,1,0.8,0,1.7,曇一時雨,曇一時雨
2021/8/22,33.3,24.7,0.0,0,0,1,0,1,3.8,0,1.9,曇時々晴一時雨,曇時々雨
2021/8/23,32.2,26.3,0.5,0,0,1,0,1,4.9,0,2.0,曇一時雨,曇一時晴
2021/8/24,32.4,25.7,3.0,0,0,1,0,1,2.4,0,2.4,曇後時々雨,曇
2021/8/25,34.1,27.5,0,1,0,1,0,1,7.3,0,2.5,曇後一時晴,晴後時々薄曇
2021/8/26,33.5,26.5,0,1,0,1,0,1,8.1,0,2.1,薄曇,薄曇一時晴
2021/8/27,34.1,26.7,0,1,0,1,0,1,11.0,0,2.3,晴一時曇,晴後一時曇
2021/8/28,33.1,27.4,0,1,0,1,0,1,11.2,0,2.8,晴,曇一時晴
2021/8/29,33.8,27.0,0,1,0,1,0,1,9.4,0,2.2,晴,晴後一時曇
2021/8/30,34.4,27.6,0.0,0,0,1,0,1,8.8,0,2.4,晴一時曇,曇時々晴
2021/8/31,34.0,26.8,0.0,0,0,1,0,1,7.9,0,2.6,晴時々曇,晴一時曇
2021/9/1,32.3,24.7,0,1,0,1,0,1,2.6,0,2.5,曇,曇後雨
2021/9/2,28.2,22.3,29.0,0,0,1,0,1,0.0,0,2.4,雨,雨後時々曇
2021/9/3,24.1,21.7,49.5,0,0,1,0,1,0.0,0,1.8,大雨一時曇,曇時々雨
2021/9/4,26.4,22.3,21.5,0,0,1,0,1,1.0,0,2.2,曇時々雨、雷を伴う,曇
2021/9/5,30.8,22.0,0,1,0,1,0,1,6.1,0,2.0,曇一時晴,曇
2021/9/6,30.8,22.7,0,1,0,1,0,1,8.1,0,2.8,晴一時曇,晴後薄曇
2021/9/7,29.2,21.4,0.0,0,0,1,0,1,5.4,0,2.3,曇一時晴,曇後一時晴
2021/9/8,27.2,23.4,0.5,0,0,1,0,1,0.8,0,2.2,曇時々雨,曇後雨
2021/9/9,30.3,21.7,12.5,0,0,1,0,1,4.9,0,2.4,曇一時雨後時々晴,晴一時曇
2021/9/10,31.8,21.1,0.0,0,0,1,0,1,10.5,0,2.2,晴後薄曇,曇後一時雨
2021/9/11,29.5,22.4,16.0,0,0,1,0,1,3.8,0,1.5,曇一時雨,曇
2021/9/12,25.7,23.2,2.5,0,0,1,0,1,0.0,0,1.1,曇時々雨,曇
2021/9/13,28.6,22.8,0,1,0,1,0,1,2.5,0,2.2,曇,曇後雨
2021/9/14,22.9,20.4,6.5,0,0,1,0,1,0.0,0,1.8,雨後一時曇,雨
2021/9/15,28.6,20.8,7.0,0,0,1,0,1,3.2,0,2.5,曇後一時晴,晴後曇
2021/9/16,28.2,20.5,0.0,0,0,1,0,1,2.9,0,2.0,曇一時晴,曇
2021/9/17,25.5,22.7,12.0,0,0,1,0,1,0.0,0,2.0,雨一時曇,大雨
2021/9/18,30.8,22.4,31.5,0,0,1,0,1,2.5,0,2.7,曇一時雨後晴,晴一時曇
2021/9/19,29.4,22.4,0,1,0,1,0,1,3.9,0,2.5,曇時々晴,晴後曇
2021/9/20,30.6,22.8,0,1,0,1,0,1,5.7,0,2.0,晴時々曇,晴
2021/9/21,30.3,21.9,0.0,0,0,1,0,1,8.1,0,2.6,晴後時々曇,曇時々晴
2021/9/22,31.1,23.0,1.0,0,0,1,0,1,6.2,0,2.0,曇時々晴一時雨、雷を伴う,晴時々曇
2021/9/23,30.2,22.0,0,1,0,1,0,1,10.6,0,2.5,晴,晴時々曇
2021/9/24,28.9,21.5,0,1,0,1,0,1,7.8,0,2.9,晴後曇,薄曇後晴
2021/9/25,31.3,20.0,0.0,0,0,1,0,1,9.9,0,2.4,晴後一時薄曇,曇時々雨
2021/9/26,23.6,19.6,2.5,0,0,1,0,1,0.0,0,3.2,曇一時雨,曇一時雨後時々晴
2021/9/27,29.0,19.4,0.0,0,0,1,0,1,10.6,0,3.2,晴,晴後時々曇
2021/9/28,27.8,21.3,0.0,0,0,1,0,1,1.6,0,1.9,曇,曇
2021/9/29,29.3,22.5,0.0,0,0,1,0,1,2.5,0,2.0,晴後曇一時雨,晴後曇
2021/9/30,28.4,22.8,0.0,0,0,1,0,1,3.7,0,2.8,曇一時晴後一時雨,曇後一時雨
2021/10/1,27.2,22.3,0.0,0,0,1,0,1,1.1,0,3.4,曇後一時晴,快晴
2021/10/2,28.3,20.5,0.0,0,0,1,0,1,11.0,0,2.2,晴後一時雨,快晴
2021/10/3,30.9,18.7,0,1,0,1,0,1,11.1,0,1.9,快晴,快晴
2021/10/4,30.9,19.5,0,1,0,1,0,1,11.1,0,1.7,晴後一時薄曇,晴時々曇
2021/10/5,29.6,21.7,0,1,0,1,0,1,10.5,0,1.9,晴,薄曇後晴
2021/10/6,28.0,20.5,0,1,0,1,0,1,6.9,0,2.1,晴時々曇,快晴
2021/10/7,30.5,19.9,0,1,0,1,0,1,9.0,0,2.0,晴,晴後一時曇
2021/10/8,30.6,22.4,0,1,0,1,0,1,7.5,0,1.7,晴一時曇,晴
2021/10/9,30.8,21.7,0,1,0,1,0,1,7.6,0,1.9,晴後一時曇,晴
2021/10/10,31.4,21.7,0,1,0,1,0,1,10.5,0,1.7,晴,晴一時曇
2021/10/11,29.3,21.9,0.0,0,0,1,0,1,1.5,0,2.0,曇,曇後雨
2021/10/12,28.6,21.4,1.5,0,0,1,0,1,2.3,0,2.9,曇,曇
2021/10/13,27.8,21.8,0.0,0,0,1,0,1,3.0,0,3.0,曇時々晴,晴一時曇
2021/10/14,28.1,20.1,0,1,0,1,0,1,8.7,0,2.6,晴,晴
2021/10/15,28.7,18.0,0,1,0,1,0,1,10.9,0,2.4,快晴,快晴
2021/10/16,28.5,18.0,20.5,0,0,1,0,1,7.5,0,2.4,晴後時々曇,雨一時曇
2021/10/17,21.3,14.2,8.5,0,0,1,0,1,4.5,0,3.8,晴一時雨,晴
2021/10/18,20.1,12.4,0.0,0,0,1,0,1,6.5,0,2.1,晴後時々曇,曇
2021/10/19,19.9,14.9,1.0,0,0,1,0,1,1.2,0,1.9,曇一時雨,曇時々晴一時雨
2021/10/20,18.6,12.8,0.0,0,0,1,0,1,8.0,0,3.0,晴,曇
2021/10/21,17.5,11.5,0,1,0,1,0,1,2.7,0,1.7,薄曇,曇
2021/10/22,20.9,12.5,0.5,0,0,1,0,1,6.2,0,2.1,晴後一時雨,曇時々晴一時雨
2021/10/23,19.7,12.0,0.0,0,0,1,0,1,6.1,0,2.9,晴,快晴
2021/10/24,20.0,9.7,0,1,0,1,0,1,7.0,0,1.9,曇一時晴,曇後一時雨
2021/10/25,16.4,13.0,35.5,0,0,1,0,1,0.0,0,3.1,雨,雨後曇時々晴
2021/10/26,21.9,12.8,0.0,0,0,1,0,1,5.3,0,1.6,晴一時曇,晴後薄曇
2021/10/27,21.8,12.4,0,1,0,1,0,1,6.9,0,1.3,曇時々晴,晴
2021/10/28,22.3,12.6,0,1,0,1,0,1,8.0,0,2.4,晴,晴
2021/10/29,20.7,12.7,0,1,0,1,0,1,9.0,0,2.3,晴,晴
2021/10/30,22.1,10.9,0,1,0,1,0,1,9.7,0,1.4,晴後一時薄曇,曇後時々雨
2021/10/31,22.1,14.8,1.0,0,0,1,0,1,1.8,0,1.8,曇時々雨,晴
2021/11/1,23.8,13.8,0,1,0,1,0,1,8.3,0,1.6,薄曇一時晴,薄曇一時晴
2021/11/2,22.4,14.3,0,1,0,1,0,1,6.1,0,1.9,曇時々晴,晴後時々薄曇
2021/11/3,21.5,13.3,0,1,0,1,0,1,8.6,0,1.8,晴,晴
2021/11/4,21.3,11.8,0,1,0,1,0,1,9.8,0,1.7,晴一時薄曇,快晴
2021/11/5,20.1,11.6,0.0,0,0,1,0,1,5.5,0,1.5,曇時々晴,晴一時薄曇
2021/11/6,20.0,10.9,0,1,0,1,0,1,7.9,0,2.0,薄曇,曇後晴
2021/11/7,21.8,14.0,0,1,0,1,0,1,8.0,0,4.0,晴,曇時々晴
2021/11/8,24.0,16.7,0.5,0,0,1,0,1,1.2,0,3.9,曇,曇後雨
2021/11/9,18.3,13.5,27.5,0,0,1,0,1,0.0,0,2.0,雨時々曇,晴一時曇
2021/11/10,17.5,10.6,2.0,0,0,1,0,1,3.7,0,3.6,晴時々曇一時雨,曇時々雨一時晴
2021/11/11,15.3,11.0,14.0,0,0,1,0,1,0.5,0,2.2,雨一時曇,曇一時晴後一時雨
2021/11/12,16.9,9.4,1.0,0,0,1,0,1,3.8,0,2.3,曇時々晴一時雨,晴
2021/11/13,16.6,7.9,0,1,0,1,0,1,8.8,0,1.6,晴,曇
2021/11/14,17.8,10.2,0,1,0,1,0,1,5.3,0,1.5,晴一時曇,快晴
2021/11/15,18.9,9.0,0,1,0,1,0,1,9.2,0,1.5,晴後一時曇,晴一時曇
2021/11/16,18.9,10.1,0,1,0,1,0,1,8.1,0,1.6,晴後薄曇,晴一時薄曇
2021/11/17,19.0,10.4,0,1,0,1,0,1,9.4,0,1.2,晴,曇一時晴
2021/11/18,19.3,10.6,0,1,0,1,0,1,6.5,0,1.6,曇後晴,晴時々薄曇
2021/11/19,19.3,9.8,0,1,0,1,0,1,8.7,0,1.3,晴一時薄曇,晴時々曇
2021/11/20,20.8,10.0,0,1,0,1,0,1,7.6,0,1.8,晴,晴後一時薄曇
2021/11/21,19.0,10.1,0,1,0,1,0,1,6.2,0,1.4,曇,曇一時晴
2021/11/22,16.8,12.3,33.5,0,0,1,0,1,0.0,0,2.0,大雨,曇一時雨後晴
2021/11/23,12.9,8.2,0.0,0,0,1,0,1,5.3,0,3.4,晴時々曇後一時雨,晴一時曇
2021/11/24,14.5,8.9,0,1,0,1,0,1,7.3,0,3.7,晴,曇一時晴
2021/11/25,17.4,9.9,0.0,0,0,1,0,1,5.4,0,2.2,晴後時々曇,曇後時々晴
2021/11/26,17.8,11.0,0.0,0,0,1,0,1,9.0,0,2.6,晴,晴後時々曇
2021/11/27,13.1,6.5,0.0,0,0,1,0,1,6.4,0,2.7,晴一時曇,晴
2021/11/28,14.6,5.1,0,1,0,1,0,1,8.7,0,1.7,晴,晴一時薄曇
2021/11/29,15.3,4.6,0,1,0,1,0,1,9.6,0,1.7,晴,晴
2021/11/30,20.9,7.3,20.0,0,0,1,0,1,5.6,0,2.7,晴後曇,大雨時々曇
2021/12/1,14.0,6.5,22.0,0,0,1,0,1,6.2,0,4.3,晴,晴
2021/12/2,11.7,4.3,0,1,0,1,0,1,9.6,0,1.8,快晴,晴後一時曇
2021/12/3,14.1,5.0,1.0,0,0,1,0,1,8.1,0,1.9,晴,曇時々晴一時雨
2021/12/4,13.0,7.1,0.0,0,0,1,0,1,5.5,0,2.8,晴後曇,曇一時雨後晴
2021/12/5,10.8,5.6,0,1,0,1,0,1,3.5,0,2.0,曇時々晴,晴後曇
2021/12/6,15.2,6.1,0,1,0,1,0,1,4.5,0,2.0,曇一時晴,曇後雨
2021/12/7,12.2,10.2,32.0,0,0,1,0,1,0.0,0,1.2,大雨,曇一時晴後時々雨
2021/12/8,13.6,10.2,0.0,0,0,1,0,1,2.1,0,2.6,曇時々晴,晴一時曇
2021/12/9,16.2,7.0,0,1,0,1,0,1,9.3,0,1.2,快晴,晴後一時曇
2021/12/10,16.6,7.9,0,1,0,1,0,1,5.5,0,1.5,晴時々曇,快晴
2021/12/11,16.7,7.6,0,1,0,1,0,1,7.7,0,1.0,晴一時曇,晴後曇
2021/12/12,17.3,8.6,0.0,0,0,1,0,1,4.5,0,2.2,曇時々晴,曇時々晴
2021/12/13,12.7,6.0,0.0,0,0,1,0,1,8.8,0,3.1,晴,晴
2021/12/14,11.9,4.2,0,1,0,1,0,1,9.5,0,1.3,快晴,晴
2021/12/15,14.8,5.2,0,1,0,1,0,1,9.0,0,1.6,晴,晴後一時薄曇
2021/12/16,15.9,5.9,4.5,0,0,1,0,1,4.7,0,1.4,曇時々晴,雨一時曇
2021/12/17,15.0,3.5,15.5,0,0,1,0,1,2.2,0,3.9,曇時々晴一時雨,晴
2021/12/18,7.9,2.2,0,1,0,1,0,1,5.8,0,2.7,晴後一時曇,晴
2021/12/19,10.2,3.7,0,1,0,1,0,1,6.8,0,3.7,晴,曇
2021/12/20,12.6,6.5,0,1,0,1,0,1,8.2,0,2.8,晴,晴後一時曇
2021/12/21,14.5,6.4,0,1,0,1,0,1,5.9,0,1.6,晴一時曇,快晴
